Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,81.25,80.85106383,68.85245902,73.21428571,75,78.63247863,59.09090909,62.06896552,69.17293233,65.11627907,61.11111111,49.43181818,49.45054945,54.96688742,47.61904762,33.10810811,37.5,40.97222222,25.66371681,15.38461538,18.69158879,24.32432432,25.83333333,35.34482759,34.35114504,32.62411348,33.55263158,32.09876543,31.57894737,35.61643836,35.81081081,24.63768116,25.89928058,23.77622378,31.21387283,35,26.80412371,33.5,36.89320388,34.58646617,34.44816054,34.38485804,35.39823009,33.5243553,33.5243553,33.5243553,33.5243553,33.5243553,33.5243553,33.5243553,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.07287933,26.66666667,20.34239678,19.59924859,20.57692308,11.19311193,19.11532385,17.15328467,15.68228106,14.84018265,14.03887689,9.763313609,9.574468085,11.58940397,8.125,7.389162562,9.513274336,8.990825688,13.49036403,12.09829868,11.62324649,17.31092437,16.33888048,25.41106129,20.98445596,20.98445596,20.98445596,20.98445596,20.98445596,20.98445596,20.98445596,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Germany,DEU,33.56173262,32.59020831,30.60047184,28.46877618,29.81760132,30.01819665,29.03591743,29.22795901,28.21026551,27.34751853,25.67727217,24.63938499,24.16884647,24.73698716,24.94955895,24.04026915,22.58923194,22.18615573,21.76843586,21.50758706,20.3172544,20.20292479,19.06095484,19.83223917,19.21265851,19.34241175,17.82360066,17.86308676,18.24004202,18.6842078,16.60586853,14.55373486,14.211012,13.47538878,13.72058379,13.60935694,12.45223468,12.6502924,12.5087071,12.4707066,12.64032496,11.59132725,11.71134827,12.00355733,12.05546858,12.03924958,12.08758211,12.52314754,12.87551434,12.05453208,12.79270494,13.11892358,12.48288085,12.13573168,12.44210323,12.44210323,12.44210323,12.44210323,12.44210323,12.44210323,12.44210323,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,21.46596859,21.39303483,20.67307692,19.72477064,20.34632035,19.57446809,18.32669323,16.60079051,16.74208145,16.89497717,17.71217712,11.68831169,10,17.67955801,8.612440191,11.21076233,12.06896552,11.71548117,11.36363636,11.81102362,12.71929825,12.68656716,12.86764706,13.94557823,14.01869159,13.96011396,14.16666667,10.62271062,11.26279863,13.65461847,11.86131387,12.40657698,12.7925117,15.2027027,14.6875,13.16129032,12.39570918,12.75773196,14.27027027,12.05741627,13.30868762,12.92090838,12.45421245,12.58581236,12.58581236,12.58581236,12.58581236,12.58581236,12.58581236,12.58581236,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Greece,GRC,21.31147541,22.26233454,22.3830735,22.74143302,24.31957858,25.96078431,29.30914166,25.14177694,21.4953271,25.03904217,26.14379085,24.74062251,24.25708362,23.72479241,24.33353999,23.13782991,22.17357713,22.33830846,22.10501641,23.1454667,22.08453198,19.52093127,18.71192341,18.41302136,18.3480826,16.74922033,16.73409342,15.92314119,15.47376664,14.44767442,13.77682403,13.58517463,12.67274737,12.41350678,12.03465548,12.58330067,13.48946749,13.4754522,12.86050254,11.47015294,11.59354399,11.46503885,10.94753155,10.14909478,9.397049391,9.13769562,9.591078067,10.42262148,9.036016949,7.149983372,7.995684488,7.022027504,7.567497404,8.172448831,9.09228901,9.09228901,9.09228901,9.09228901,9.09228901,9.09228901,9.09228901,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,38.49557522,30.92369478,26.23574144,31.73431734,23.58803987,21.03448276,18.26347305,22.93333333,26.84085511,19.0023753,15.97796143,14.73354232,16.36363636,14.5631068,14.1509434,22.4137931,20.95588235,21.72413793,22.36842105,22.11838006,22.28739003,19.90521327,22.46220302,22.15447154,21.84300341,21.32867133,20.83333333,16.88481675,15.04660453,15.03496503,14.57174638,11.8134715,9.854771784,14.84375,15.53672316,15.61618062,17.34960767,15.12195122,15.67230632,13.85658915,16.41221374,16.4305949,20.45826514,34.20074349,34.20074349,34.20074349,34.20074349,34.20074349,34.20074349,34.20074349,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,39.47368421,44.44444444,43.24324324,48.7804878,41.46341463,47.36842105,42.37288136,42.1875,35.38461538,33.87096774,15.38461538,29.85074627,33.33333333,33.33333333,33.75,24.32432432,23.45679012,24.71910112,21.50537634,19.35483871,24.71910112,27.16049383,20,10.52631579,15.55555556,15.09433962,19.68503937,23.84615385,25.92592593,18.11594203,16.55629139,25.43352601,26.2195122,19.04761905,19.19191919,19.30693069,21.98275862,21.98275862,20.53571429,25.35885167,25.70093458,16.82692308,22.11981567,24.63768116,24.63768116,24.63768116,24.63768116,24.63768116,24.63768116,24.63768116,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,25,27.5862069,27.55905512,30.4,30.82706767,28.87323944,27.84810127,30.37974684,32.73809524,31.76470588,28.57142857,27.04402516,29.54545455,32.79569892,30.53892216,28.82352941,30.52631579,33.01435407,34.9137931,34.86238532,35.18518519,31.70731707,29.23076923,26,21.00840336,26.13636364,19.61325967,18.05555556,16.97247706,23.16258352,12.28733459,12.98932384,13.46153846,14.08250356,16.20111732,20.78125,21.79802956,19.2893401,17.43243243,17.98365123,20.88305489,31.01796407,27.5739645,9.714285714,9.714285714,9.714285714,9.714285714,9.714285714,9.714285714,9.714285714,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,27.51895991,25.52301255,22.0145379,32.36363636,27.456382,30.31746032,31.54639175,29.98704663,18.14996496,14.7260274,14.95564005,16.75423234,14.82617587,15.49295775,12.69058296,12.47030879,12.24783862,13.18504191,12.32622799,8.978978979,5.963556046,9.10652921,6.876591804,9.083424808,8.023001095,7.521998297,7.936507937,10.64446054,13.15789474,10.58502727,13.39285714,11.31605184,9.039943938,12.07528722,9.484635858,13.1852552,14.17215535,15.26254376,15.91695502,13.36032389,15.51270815,15.94588601,15.83061889,16.72924489,16.72924489,16.72924489,16.72924489,16.72924489,16.72924489,16.72924489,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Hungary,HUN,..,..,..,..,..,23.01975357,24.06662837,24.98569521,25.05673222,25.44066873,25.29421798,26.36469222,26.48100451,26.17793166,26.25763303,24.26271549,24.64558342,24.08370159,22.91642108,23.40527578,23.12719351,22.06044292,21.8079922,22.20239613,22.17391304,21.71242322,21.58916709,21.0792367,21.44487713,21.53719688,21.39159562,18.51560038,16.55003499,15.46104236,14.80303833,14.73515819,14.89102005,12.30521225,11.43569647,10.95238095,10.80878214,10.9229929,11.1664821,10.39098274,10.55020883,10.8369883,10.6351551,10.79588728,10.72463768,8.726264135,9.165440404,9.442622951,8.914177335,13.84918679,15.59086395,15.59086395,15.59086395,15.59086395,15.59086395,15.59086395,15.59086395,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Iceland,ISL,13.67521368,16.52173913,16.12903226,17.32283465,18.60465116,20,21.33333333,18.30985915,18.12080537,15.78947368,15.15151515,19.28571429,20.66666667,20.95808383,24.09638554,19.25465839,22.01257862,22.6993865,25.56818182,28.41530055,29.71428571,24.71264368,26.28205128,29.55974843,34.31952663,35.58282209,34.70588235,30.45977011,30.6010929,29.67032967,28.94736842,25.6684492,24.73684211,24.74226804,27.31707317,26.53061224,28.25112108,30.33175355,30,28.29268293,35.18518519,37.61904762,37.27272727,35.15981735,37.44493392,37.21973094,33.03964758,30.17241379,28.77358491,24.51923077,25.12820513,25.13368984,26.88172043,27.09359606,29.41176471,29.41176471,29.41176471,29.41176471,29.41176471,29.41176471,29.41176471,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,35.13618032,35.42286443,34.66468117,34.68875996,35.55934233,35.49638056,35.81155375,35.96181509,33.17537448,31.02053278,30.09162849,33.06223364,31.25228519,31.36125946,30.28658099,32.36526654,30.43743642,29.3977813,29.33944406,27.90294301,26.5769466,26.02024543,24.56476267,24.73523003,21.99440425,20.97331749,21.74475332,22.39155625,21.50498704,21.04914424,20.80820132,21.61486169,19.86979221,19.6631235,21.43518776,22.39641268,22.92256361,23.47209525,24.28175828,25.97380603,26.86397744,25.18483772,26.9695432,26.40827462,26.40827462,26.40827462,26.40827462,26.40827462,26.40827462,26.40827462,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,19.92063492,18.98376853,17.78816199,17.41843972,20.53925456,20.52075277,21.31147541,24.88575781,27.39218329,29.19070868,28.9408867,27.87686616,28.9954943,24.79770295,28.78769818,30.23554604,27.15791671,28.86637354,26.24931356,22.87698857,21.24395301,21.28858884,21.54792785,23.30423103,24.92285084,23.64594015,23.23317816,21.4297473,25.88795732,22.83800721,22.72926083,21.11861138,24.23221459,25.4739974,25.59964837,30.86107517,30.24530861,27.4947164,26.4103899,24.59190445,20.1533862,18.08336739,17.95115604,18.39507021,18.39507021,18.39507021,18.39507021,18.39507021,18.39507021,18.39507021,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,22.93648753,22.60465116,22.1666346,21.55760055,21.08513454,21.05398458,21.00869167,20.06472492,19.41078145,20.96755962,21.40804598,21.70724553,20.56933713,20.4205783,19.67032209,19.72500929,20.91585018,20.58065391,22.53365296,21.80745414,23.9958159,21.73976254,17.48000575,17.42214388,17.73151178,14.84253693,16.17395924,14.39527802,14.33405931,13.91273706,13.35676089,13.10686689,13.70913569,13.42579391,13.88243745,13.69567154,15.5734289,16.32422669,15.56772197,16.89838499,16.6692932,17.06431333,16.20833956,16.65557733,16.65557733,16.65557733,16.65557733,16.65557733,16.65557733,16.65557733,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,14.25800194,13.8381201,16.18644068,15.99063963,17.96522859,18.77593361,17.00545364,16.556583,17.49622926,15.63095692,16.35643564,18.26215022,14.46781389,14.446418,15.20021075,13.30977621,13.59090909,15.41269519,15.26451139,14.86924986,15.88655753,13.07425817,10.92896175,10.4757085,10.67899937,10.56843833,8.582187582,12.32634504,16.55444244,14.84108967,13.51856466,13.0741579,10.1193043,10.22508921,9.56937799,9.773781903,13.04208673,9.353412545,7.788534755,7.380929379,9.058101768,12.21984636,10.46090109,7.899028575,7.899028575,7.899028575,7.899028575,7.899028575,7.899028575,7.899028575,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Ireland,IRL,17.16475096,18.20159536,19.78417266,19.35709294,21.41891892,22.82913165,21.71974522,23.09958751,19.48470209,21.15583075,22.95501022,24.72273567,24.26367461,23.10278578,23.1518371,20.76631977,20.11888432,20.01703578,18.27586207,21.15384615,22.36384705,22.65472947,21.29006727,20.70063694,23.05220884,21.92816635,18.53605244,20.10309278,18.18505338,18.37153609,13.25141149,13.31380208,12.32565683,12.77831559,12.98377029,12.93288385,11.80105945,12.48928265,11.54255319,11.63682864,12.95615969,12.17411546,11.76330798,12.38980224,12.64747522,12.43218807,12.36452112,11.02362205,11.26248865,9.346504559,9.051614544,10.36342987,10.03082096,10.25864574,10.57294743,10.57294743,10.57294743,10.57294743,10.57294743,10.57294743,10.57294743,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,17.71968046,17.18641719,18.27476038,17.25663717,17.73308958,17.53640777,16.5132336,16.95371367,16.31578947,15.64986737,15.83503055,15.67128524,14.37098255,14.3802382,14.02714932,13.39820359,13.03897896,12.34929945,11.42410016,9.692167022,9.453781513,4.585091421,6.019467213,6.356033453,6.529975485,5.972369819,3.878960195,3.407016832,3.037475345,2.681014043,2.334283678,2.17721519,1.672405312,1.4386137,1.394795033,1.435483871,1.525054466,2.621374283,3.164160401,4.413269034,1.259259259,1.776512069,3.768844221,4.482918535,4.482918535,4.482918535,4.482918535,4.482918535,4.482918535,4.482918535,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Italy,ITA,42.35639753,40.50554871,38.3648278,38.76443101,36.70199344,37.35276968,35.02936466,33.55294797,33.77069391,31.73828125,33.33454718,32.08779813,31.22736025,30.59214538,31.00419547,28.32081782,28.14392277,28.38150811,24.81738873,24.82758621,23.98795113,23.23395888,22.04791367,21.20617361,21.05478691,20.68259585,19.29947256,19.03251606,19.33733297,19.44516666,19.01153382,18.01112656,17.56973971,17.19182735,17.84185211,17.08314629,16.80233142,17.19264134,16.68893153,17.21743295,17.44902572,16.86901871,16.37943146,17.17475794,15.01055223,14.56465999,13.7531733,13.71731545,13.28544106,11.26665103,11.68440124,11.72625713,11.81461073,11.27015173,11.19452003,11.19452003,11.19452003,11.19452003,11.19452003,11.19452003,11.19452003,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,35.26220615,37.99342105,46.27791563,43.04993252,55.97315436,52.09677419,53.65497076,50.57142857,50.71428571,59.78593272,60.42944785,49.55116697,47.37793852,48.46743295,41.54175589,37.1040724,35.18123667,32.03285421,46.66666667,51.65745856,53.81414702,36.70886076,22.24969098,32.02453988,16.88466112,19.84036488,18.63839286,18.9217759,19.81519507,20.32686415,20.48929664,19.15747242,18.6770428,30.73170732,31.61478599,43.95229983,43.57446809,43.50515464,27.86666667,25.82972583,29.00136799,29.69432314,36.47540984,35.70432357,35.70432357,35.70432357,35.70432357,35.70432357,35.70432357,35.70432357,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Japan,JPN,42.34139091,42.68292683,40.43243601,41.15636147,40.75668208,39.40286484,40.69397846,41.81056446,41.15599127,41.88242415,35.71487695,34.91860496,34.94102727,33.42693186,33.45188497,31.68854099,31.17330807,28.96919234,27.2008399,27.6428081,27.68233685,26.47917282,27.95409084,26.69831198,26.30278552,26.70785933,25.73563378,25.31254664,24.66847466,24.50378513,25.83797809,24.75446749,23.70233352,23.55308694,22.56553538,22.64992372,22.52917871,22.18992248,20.16301345,19.99804629,20.64771652,20.33673487,20.1723238,19.85882553,20.38128545,20.49980045,21.62276098,20.06481881,19.48420489,18.60293979,19.83324639,19.40517448,18.52400295,18.24739753,19.18090575,19.18090575,19.18090575,19.18090575,19.18090575,19.18090575,19.18090575,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,11.11111111,9.333333333,13.37209302,8.743169399,8.837209302,8.333333333,8.571428571,10.71428571,10.69364162,13.68909513,14.82889734,16.02671119,17.30474732,14.40677966,16.19812584,16.38349515,15.0921659,14.14982164,14.10105758,13.97849462,12.32583065,12.07056639,11.83486239,14.29809359,14.19249592,13.75494071,13.97280967,14.48326055,14.4622093,15.03811504,14.40559441,13.70223979,14.27618412,15.43942993,16.2893429,16.21621622,15.312985,13.99463807,13.69721936,12.18220339,10.38635223,9.569798068,8.459483526,9.788469515,9.788469515,9.788469515,9.788469515,9.788469515,9.788469515,9.788469515,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.13421008,34.69454029,35.14798526,35.06751757,31.08413907,34.86394558,33.34682315,34.68396752,33.64260097,31.06988783,18.96428571,25.43024533,17.43748432,19.400549,22.92193156,24.48849512,15.83299601,20.85047278,29.33895066,25.99407992,25.98941607,29.49192965,27.24201343,28.04525758,18.74022084,18.74022084,18.74022084,18.74022084,18.74022084,18.74022084,18.74022084,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,18.88544892,19.52662722,18.36158192,18.75,20.52023121,22.41813602,23.79807692,22.1686747,24.3902439,20.72892938,25.87412587,26.28992629,25.06666667,26.00896861,25.49019608,22.45681382,25.8302583,25.0929368,23.23943662,25.54347826,26.3653484,27.71535581,29.73484848,31.11954459,29.31937173,30.33707865,28.026534,22.18844985,19.13043478,18.94329897,23.16384181,27.0863836,28.49829352,24.25595238,25.13368984,28.08056872,26.49164678,24.6031746,20.70949185,24.71008029,27.65017668,22.70531401,18.88888889,23.80566802,23.80566802,23.80566802,23.80566802,23.80566802,23.80566802,23.80566802,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,69.14186651,68.27393431,67.34833928,66.35932561,65.71682992,66.33956018,65.93676684,65.27836356,65.49621324,65.34085654,64.40571377,65.77434577,65.95955427,66.9989549,66.39109944,67.05752735,66.8668257,66.50461838,65.40311405,67.57682102,67.82169284,66.11435001,66.27686825,64.61820403,63.17302666,61.14421931,61.95114409,62.30717639,62.46921182,61.34934248,62.01078689,61.95164326,62.14376861,62.18615619,62.72401434,63.24317261,62.54148886,62.70247229,62.89884104,62.82227307,61.87893252,62.38297872,60.79374624,61.45502646,61.45502646,61.45502646,61.45502646,61.45502646,61.45502646,61.45502646,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,29.6939932,27.62078396,27.17279789,27.13308197,25.65620175,26.34564186,22.19855998,23.48230912,24.68035965,23.33359879,22.52169941,20.82634548,19.86055204,17.97225892,17.5091528,17.62419006,18.73589165,18.98707795,19.49790795,22.19153252,23.89723135,22.83621596,23.43110054,24.18112931,23.16738534,22.89908257,21.49553627,22.58900242,22.53234213,22.19082254,21.12277868,19.7255181,18.92966501,17.54672236,16.18325283,17.01862017,15.37349398,15.86928051,13.79076764,14.23928831,13.96715252,13.26507553,13.07630466,13.65597647,13.65597647,13.65597647,13.65597647,13.65597647,13.65597647,13.65597647,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.849315068,6.635802469,6.666666667,6.637168142,5.98540146,6.766917293,6.855439642,6.534090909,6.464379947,5.350772889,6.659012629,7.88863109,7.011070111,6.738868833,5.945945946,5.945945946,5.945945946,5.945945946,5.945945946,5.945945946,5.945945946,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,19.17320029,18.96440129,19.26153846,18.84150223,17.81456954,17.54705525,16.67586969,14.85,16.75126904,16.57207719,16.92192753,17.91487958,18.38938599,14.97277677,16.82090365,16.44687733,13.81548447,15.24646542,16.83103222,14.60431655,12.75773196,23.75565611,25.33568905,18.93382353,18.5528757,14.85368957,13.10217858,16.6323378,12.77192982,16.43983582,14.17761848,12.77288395,15.77369801,14.21202419,17.79425394,15.75271214,13.30567491,12.92440967,12.49681204,13.60270235,15.26755032,15.22901651,14.60166468,16.71700743,16.71700743,16.71700743,16.71700743,16.71700743,16.71700743,16.71700743,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.11023276,37.05335291,25.4887218,29.79591837,41.60125589,12.55605381,18.26401447,19.62962963,20.45454545,24.89177489,18.87640449,16.4893617,31.43459916,31.9391635,30.63583815,15.13292434,14.95901639,16.27516779,14.978602,6.595092025,10.7615894,7.905686546,15.98746082,8.333333333,19.61722488,19.61722488,19.61722488,19.61722488,19.61722488,19.61722488,19.61722488,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6387853,10.69767442,11.42443962,13.37308348,14.1025641,15.39325843,13.93258427,16.86460808,16.31382316,15.92442645,15.05847953,13.79310345,14.52282158,14.61126005,14.83957219,14.77572559,14.57036115,14.23444976,13.85390428,12.11699164,14.09147095,14.16893733,15.30758226,12.87988423,12.64880952,12.64880952,12.64880952,12.64880952,12.64880952,12.64880952,12.64880952,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,31.65938865,27.91164659,24.72613459,22.03389831,21.89141856,17.14285714,14.53362256,23.44827586,29.68253968,0.3007518797,0.3159557662,0.2136752137,2.697495183,2.018348624,2.420574887,2.266288952,4.149377593,3.839122486,5.989110708,5.989110708,8.057553957,4.927536232,5.643564356,8.754512635,10.55512119,7.813673929,8.732764281,6.321452589,9.137380192,8.148677627,11.02310231,7.01986755,9.76744186,11.6524029,12.10235131,5.270863836,4.329725229,5.580215599,5.448884276,4.010989011,5.72972973,4.904761905,4.312015504,4.872597228,4.872597228,4.872597228,4.872597228,4.872597228,4.872597228,4.872597228,..,..
